Playlist,Video Title,Video URL
Dynamic Programming,Best time to buy and sell stock with cooldown | Leetcode #309,https://www.youtube.com/watch?v=4wNXkhAky3s
System Design Concepts,Horizontal and Vertical scaling (Explained with AWS example),https://www.youtube.com/watch?v=dDRaJZ3HFqI
System Design Concepts,ACID properties in DBMS explained (With Example),https://www.youtube.com/watch?v=nZK5a-jHvMU
System Design Concepts,Eventual consistency vs Strong consistency (with Example),https://www.youtube.com/watch?v=Qz9DiHng-RM
System Design Concepts,BASE properties in DBMS (with example),https://www.youtube.com/watch?v=l8SoqbLNN7Q
Advanced Data Structures,Unrolled Linked List | Why we fill only half node in unrolled linked list,https://www.youtube.com/watch?v=ojMzw2gehaw
Advanced Data Structures,Unrolled Linked List INSERTION DELETION TRAVERSAL,https://www.youtube.com/watch?v=PVieySxgEik
Advanced Data Structures,what is Self Organizing List || How does Self Organizing List work,https://www.youtube.com/watch?v=o5ZhdQFnLhA
Advanced Data Structures,Skip List || How does skip list work,https://www.youtube.com/watch?v=YZ5ef_HiHJ8
Advanced Data Structures,XOR Linked List || Memory Efficient Doubly Linked List,https://www.youtube.com/watch?v=t1oso4cpbMg
Tree,Preorder Traversal without recursion | Iterative Preorder Traversal,https://www.youtube.com/watch?v=K2ybI-GEHSY
Tree,Inorder traversal without recursion | Iterative Inorder tree traversal,https://www.youtube.com/watch?v=5y_j0OqD7v8
Tree,Postorder traversal without recursion | Iterative Postorder tree traversal,https://www.youtube.com/watch?v=k21VKEM8OFY
Tree,Levelorder Tree Traversal,https://www.youtube.com/watch?v=Z61CXSC12yU
Tree,Simplest Binary Tree Traversal trick for preorder inorder postorder,https://www.youtube.com/watch?v=WLvU5EQVZqY
Tree,simplest way to find preorder given inorder and postorder | construct binary tree,https://www.youtube.com/watch?v=kftYiqN5_HI
Tree,Find postorder given inorder and preorder | Build binary tree given inorder and preorder,https://www.youtube.com/watch?v=wGmJatvjANY
Tree,The real reason why can't we find inorder given preorder and postorder,https://www.youtube.com/watch?v=HbqTvXEypac
Tree,Left view of a binary tree,https://www.youtube.com/watch?v=AIokcTT0LuE
Tree,Check if a tree is bst or not,https://www.youtube.com/watch?v=TKvbwPIOGCM
Tree,Lowest Common Ancestor of a binary tree | Leetcode #236,https://www.youtube.com/watch?v=KobQcxdaZKY
Tree,Count of good nodes | Leetcode #1448,https://www.youtube.com/watch?v=rbqbmCABEhU
Tree,Serialize and Deserialize a Binary Tree | Leetcode #297,https://www.youtube.com/watch?v=Qtf8ieq3zco
About sorting basics,Heap Sort (with How heap is implemented using array),https://www.youtube.com/watch?v=pUiQIOtqr0I
About sorting basics,Best Sorting Algorithm,https://www.youtube.com/watch?v=SRO5f4qdtQI
About sorting basics,Bubble Sort Vs Selection Sort,https://www.youtube.com/watch?v=ds_4wTSYd8k
About sorting basics,Stable Vs Unstable Sort [FULL],https://www.youtube.com/watch?v=X1DUh3JhLTw
About sorting basics,Strand Sort Algorithm,https://www.youtube.com/watch?v=t8r6wyG8eAU
About sorting basics,Randomized Qsort (Full & Easy Explanation),https://www.youtube.com/watch?v=aFswaBnWKLk
About sorting basics,Tree Sort (EASY EXPLANATION),https://www.youtube.com/watch?v=Qg_a1jrIhoc
About sorting basics,What is Selection sort algorithm || How does Selection sort work,https://www.youtube.com/watch?v=kfKFQEehhCk
About sorting basics,What is Inplace sorting algorithm || How to know if an algorithm is Inplace,https://www.youtube.com/watch?v=SCUYnQxZsPE
About sorting basics,what are Unstable sorting algorithm || How to know if a sorting algorithm is Unstable,https://www.youtube.com/watch?v=wz-Wio8VAmw
About sorting basics,Why is Quick Sort best for Arrays,https://www.youtube.com/watch?v=ymibSXllLec
About sorting basics,Out-Place sorting algorithm (Explained with Examples),https://www.youtube.com/watch?v=yAR6rbEZP2k
Linked List,Finding middle node in a Linked List in O(N) time and Single Pass (with CODE illustration),https://www.youtube.com/watch?v=2C7WrpgnLDw
Linked List,Find and Print cycle in a Linked List (with CODE),https://www.youtube.com/watch?v=0b4u72Kymqw
Linked List,Reverse a Linked List using Recursion (with CODE),https://www.youtube.com/watch?v=5PLdnPfkO6w
Linked List,Reverse a Linked List without using recursion (with CODE),https://www.youtube.com/watch?v=MTjb-vgjzqs
Programming Interview Questions,Find Missing number in an array (Unsorted and Sorted array),https://www.youtube.com/watch?v=fz40YQ8Fg_I
Programming Interview Questions,Find Duplicate element in an array || 2 methods,https://www.youtube.com/watch?v=0aVmACL_We4
Programming Interview Questions,Quick Select Algorithm | Efficient searching algorithm,https://www.youtube.com/watch?v=BP7GCALO2v8
Programming Interview Questions,Dynamic memory allocation in C and C++ | calloc malloc realloc free new delete,https://www.youtube.com/watch?v=1VwVaV1_5PI
Programming Interview Questions,Implement stack using heap or priority queue,https://www.youtube.com/watch?v=A1fc2Robnk0
Programming Interview Questions,Amazon interview question - Bell Numbers,https://www.youtube.com/watch?v=oGYFJ9gSBKw
Programming Interview Questions,fork() in linux,https://www.youtube.com/watch?v=CaWgJIbwb-4
Programming Interview Questions,String permutation algorithm | All permutations of a string,https://www.youtube.com/watch?v=GuTPwotSdYw
Programming Interview Questions,Lucky numbers programming interview question,https://www.youtube.com/watch?v=eUiLzMPRamM
Programming Interview Questions,Samsung interview question | minimum steps in infinite grid,https://www.youtube.com/watch?v=ZNh35dFqklM
Programming Interview Questions,XOR of 2 numbers without using XOR operator,https://www.youtube.com/watch?v=aVZcIRPuJ78
Programming Interview Questions,Subarray with given sum,https://www.youtube.com/watch?v=Ofl4KgFhLsM
Programming Interview Questions,Counting the triplets,https://www.youtube.com/watch?v=ZD7WxJ3O2XE
Programming Interview Questions,Find missing number in an array,https://www.youtube.com/watch?v=6KHW7ZQwtCA
Programming Interview Questions,How to merge two sorted arrays,https://www.youtube.com/watch?v=DeLnQpIxo-A
Programming Interview Questions,Rearrange array alternately,https://www.youtube.com/watch?v=ZRoVWxBngX0
Programming Interview Questions,Counting inversions in an array,https://www.youtube.com/watch?v=owZhw-A0yWE
Programming Interview Questions,Find equilibrium point in an array,https://www.youtube.com/watch?v=c9imv2LvgWk
Programming Interview Questions,Find leaders in an array,https://www.youtube.com/watch?v=SnU0xiQ_jJ0
Programming Interview Questions,Minimum platforms needed in a railway station,https://www.youtube.com/watch?v=38JLfQGVlkw
Programming Interview Questions,Reverse words in a string,https://www.youtube.com/watch?v=hQFr4p1OKpk
Programming Interview Questions,Remove adjacent duplicates in a string,https://www.youtube.com/watch?v=yJv_ltADGuA
Programming Interview Questions,Find if one string is a rotation of another string,https://www.youtube.com/watch?v=5e63aHK6Q-E
Programming Interview Questions,Remove duplicates from a string,https://www.youtube.com/watch?v=9_zh42lp3lk
Programming Interview Questions,Check if two strings are anagrams,https://www.youtube.com/watch?v=QZmh8-Auqo8
Programming Interview Questions,Implement atoi | Convert string to integer,https://www.youtube.com/watch?v=2I9XO8jwZCA
Programming Interview Questions,Find minimum operations,https://www.youtube.com/watch?v=03ZepmoVJGI
Programming Interview Questions,Candy distribution problem,https://www.youtube.com/watch?v=h6_lIwZYHQw
Programming Interview Questions,Print combinations of r elements in an array of size n,https://www.youtube.com/watch?v=7IQHYbmuoVU
Programming Interview Questions,Trick for spiral matrix traversal,https://www.youtube.com/watch?v=1ZGJzvkcLsA
Programming Interview Questions,Find missing and repeating number,https://www.youtube.com/watch?v=OTkoJOP6m6w
Programming Interview Questions,Stock span problem,https://www.youtube.com/watch?v=-IFmgue8sF0
Programming Interview Questions,Moore voting algorithm,https://www.youtube.com/watch?v=n5QY3x_GNDg
Programming Interview Questions,Merge 2 sorted arrays without extra space,https://www.youtube.com/watch?v=NWMcj5QFW74
Programming Interview Questions,Largest number formed from an array,https://www.youtube.com/watch?v=qEIGhVtZ-sg
Programming & Data Structures,const int *X Vs int *const X,https://www.youtube.com/watch?v=5Hot9ztKNt8
Programming & Data Structures,Types of  Binary Tree [5 types],https://www.youtube.com/watch?v=Fb62cCPnuY0
Programming & Data Structures,DFS vs BFS (4-differences EASY EXPLANATION),https://www.youtube.com/watch?v=VXMsgBLzz68
Programming & Data Structures,SuffixTree (FULL EXPLANATION),https://www.youtube.com/watch?v=FEOMmxjuZrY
Programming & Data Structures,Suffix Trie (COMPACT),https://www.youtube.com/watch?v=rvf1rVrCpmo
Programming & Data Structures,Suffix Trie (NON-COMPACT),https://www.youtube.com/watch?v=t7z69rclIEc
Programming & Data Structures,PATRICIA || Most Compact Trie,https://www.youtube.com/watch?v=dbTVU8jR0Vs
Programming & Data Structures,Compact Trie,https://www.youtube.com/watch?v=GnaRKPrmnzE
Programming & Data Structures,Non-Compact Trie || Construction & SEARCHING,https://www.youtube.com/watch?v=KseMZynY5NA
Programming & Data Structures,What is a TRIE || RETRIEVAL Trees,https://www.youtube.com/watch?v=NwGiOGiIKls
Programming & Data Structures,Online Vs Offline Algorithm (with Example),https://www.youtube.com/watch?v=_6axWtVFPdM
